Majority protein IDs,Protein names,Gene names,Mol. weight [kDa],iBAQ E1,iBAQ E2,iBAQ E3,iBAQ E4,iBAQ mass E1,iBAQ mass E2,iBAQ mass E3,iBAQ mass E4,Mori sector,wt_mass_fraction_rich,rela_mass_fraction_rich
P0AB26,Uncharacterized lipoprotein YceB,yceB,20.5,59411.0,57786.0,115260.0,105730.0,1217925.5,1184613.0,2362830.0,2167465.0,S',,
P0AB28,Uncharacterized protein YceD,yceD,19.315,487930.0,474640.0,354650.0,408500.0,9424367.950000001,9167671.600000001,6850064.75,7890177.500000001,R,,
P0A729,Maf-like protein YceF,yceF,21.691,125570.0,115450.0,331500.0,331640.0,2723738.8699999996,2504225.9499999997,7190566.5,7193603.239999999,S',,
P28306,UPF0755 protein YceG,yceG,38.247,35224.0,31875.0,38138.0,37926.0,1347212.328,1219123.125,1458664.086,1450555.722,R,,
P29217,UPF0502 protein YceH,yceH,24.177,114380.0,110460.0,317910.0,334370.0,2765365.26,2670591.42,7686110.07,8084063.49,S',,
P0A8X2,Protein YceI,yceI,20.912,525910.0,501420.0,521230.0,541360.0,10997829.92,10485695.04,10899961.76,11320920.32,A,,
P75931,Putative oxidoreductase YceM,yceM,33.681,22832.0,20121.0,49321.0,51868.0,769004.592,677695.401,1661180.6009999998,1746966.1079999998,S',,
P0AFQ7,Uncharacterized deoxyribonuclease YcfH,ycfH,29.808,151560.0,147330.0,97943.0,124470.0,4517700.4799999995,4391612.64,2919484.944,3710201.76,A',,
P0AB35,Uncharacterized protein YcfJ,ycfJ,18.92,0.0,0.0,7444.4,0.0,0.0,0.0,140848.048,0.0,U,,
P75946,Uncharacterized protein YcfL,ycfL,13.981,21921.0,21161.0,33686.0,34712.0,306477.501,295851.941,470963.966,485308.472,S',,
P0A8E1,UPF0227 protein YcfP,ycfP,21.226,279010.0,321320.0,495500.0,527060.0,5922266.26,6820338.319999999,10517483.0,11187375.559999999,S',,
P75954,"Probable L,D-transpeptidase YcfS",ycfS,34.636,23387.0,21310.0,5033.0,5398.0,810032.1320000001,738093.16,174322.988,186965.12800000003,U,,
P29013,Uncharacterized protein YcgB,ycgB,60.813,69071.0,63710.0,60057.0,51886.0,4200414.723,3874396.23,3652246.341,3155343.318,C,,
P0AB43,Protein YcgL,ycgL,12.414,293380.0,283580.0,936980.0,813740.0,3642019.32,3520362.12,11631669.719999999,10101768.36,A',,
P76004,Uncharacterized protein YcgM,ycgM,23.711,74228.0,73942.0,393090.0,424440.0,1760020.1079999998,1753238.7619999999,9320556.99,10063896.84,S,,
P0A8L5,UPF0260 protein YcgN,ycgN,17.91,74761.0,53923.0,120240.0,135000.0,1338969.51,965760.93,2153498.4,2417850.0,U,,
P76010,Flagellar brake protein YcgR,ycgR,27.857,616670.0,538950.0,32771.0,57993.0,17178576.19,15013530.15,912901.747,1615511.001,C,,
P0ABU2,Ribosome-binding ATPase YchF,ychF,39.667,1038600.0,995010.0,499380.0,711960.0,41198146.2,39469061.67,19808906.46,28241317.32,U,,
P37052,UPF0225 protein YchJ,ychJ,16.99,89187.0,88039.0,86759.0,89893.0,1515287.13,1495782.6099999999,1474035.41,1527282.0699999998,U,,
P0AB52,Protein YchN,ychN,12.693,355210.0,342820.0,464120.0,447450.0,4508680.53,4351414.26,5891075.16,5679482.85,S,,
P0A8Z0,Acyl-CoA thioester hydrolase YciA,yciA,14.23,155450.0,157960.0,131550.0,117350.0,2212053.5,2247770.8000000003,1871956.5,1669890.5,R,,
P21365,UPF0259 membrane protein YciC,yciC,26.419,39863.0,39014.0,48491.0,50538.0,1053140.597,1030710.866,1281083.729,1335163.422,A',,
P21363,Protein YciE,yciE,18.961,15109.0,38028.0,18928.0,16416.0,286481.74899999995,721048.9079999999,358893.80799999996,311263.77599999995,S,,
P21362,Protein YciF,yciF,18.597,5669.9,20790.0,34292.0,39507.0,105443.1303,386631.63,637728.324,734711.679,S,,
P08245,Uncharacterized protein YciH,yciH,11.396,59853.0,52965.0,31886.0,34875.0,682084.7880000001,603589.14,363372.856,397435.5,R,,
P0AB55,Protein YciI,yciI,10.602,745320.0,574850.0,1643800.0,1956400.0,7901882.640000001,6094559.7,17427567.6,20741752.8,S,,
P31808,Uncharacterized oxidoreductase YciK,yciK,27.933,114860.0,115080.0,241230.0,262950.0,3208384.38,3214529.64,6738277.59,7344982.35,S',,
P0AB61,Protein YciN,yciN,9.3855,329100.0,330010.0,478930.0,505310.0,3088768.0500000003,3097308.855,4494997.515000001,4742587.005,S',,
P0AFR4,Uncharacterized protein YciO,yciO,23.211,150840.0,154390.0,203800.0,212980.0,3501147.2399999998,3583546.2899999996,4730401.8,4943478.779999999,S',,
P76034,Uncharacterized HTH-type transcriptional regulator YciT,yciT,27.602,224770.0,218060.0,296150.0,324890.0,6204101.54,6018892.12,8174332.3,8967613.78,C',,
P0A8L7,UPF0263 protein YciU,yciU,12.687,180200.0,167370.0,186060.0,221430.0,2286197.4,2123423.19,2360543.2199999997,2809282.4099999997,A',,
P77766,PHP domain-containing protein YciV,yciV,32.58,4841.4,2181.1,3426.7,2338.1,157732.81199999998,71060.238,111641.88599999998,76175.298,U,,
P76035,Uncharacterized protein YciW,yciW,42.219,4025.3,5748.2,9946.7,11679.0,169944.14070000002,242683.2558,419939.7273,493075.701,U,,
A5A614,UPF0509 protein YciZ,yciZ,6.4413,24504.0,35111.0,47541.0,68798.0,157837.6152,226160.4843,306225.8433,443148.5574,S',,
P0A8R7,UPF0283 membrane protein YcjF,ycjF,39.392,38902.0,44472.0,70791.0,80030.0,1532427.584,1751841.0240000002,2788599.072,3152541.7600000002,S,,
P51981,L-Ala-D/L-Glu epimerase,ycjG,34.674,4639.8,5108.4,16297.0,20257.0,160880.4252,177128.6616,565082.178,702391.218,S,,
P77615,Uncharacterized HTH-type transcriptional regulator YcjW,ycjW,36.134,30339.0,21782.0,27857.0,34463.0,1096269.426,787070.7880000001,1006584.838,1245286.042,C',,
P76046,Uncharacterized protein YcjX,ycjX,52.609,23604.0,23030.0,25043.0,32157.0,1241782.8360000001,1211585.27,1317487.1870000002,1691747.6130000001,S',,
P76049,Uncharacterized protein YcjY,ycjY,33.658,17501.0,15416.0,13846.0,16786.0,589048.658,518871.728,466028.668,564983.188,U,,
P77302,Probable diguanylate cyclase YdaM,ydaM,46.452,86.204,0.0,895.46,897.36,4004.3482079999994,0.0,41595.90792,41684.16672,U,,
P25906,Putative oxidoreductase YdbC,ydbC,30.706,18764.0,16178.0,69811.0,72135.0,576167.384,496761.668,2143616.566,2214977.31,S,,
P52645,Uncharacterized protein YdbH,ydbH,96.834,9056.8,8861.0,9154.5,11673.0,877006.1712,858046.074,886466.853,1130343.2820000001,U,,
P0ACW2,Uncharacterized protein YdbJ,ydbJ,8.6959,14725.0,18284.0,39496.0,41403.0,128047.1275,158995.8356,343453.2664,360036.3477,U,,
P52647,Probable pyruvate-flavodoxin oxidoreductase,ydbK,128.82,35461.0,33871.0,46163.0,48523.0,4568086.02,4363262.22,5946717.66,6250732.859999999,S,,
P76076,Uncharacterized protein YdbL,ydbL,11.878,16939.0,17399.0,31312.0,28940.0,201201.442,206665.32200000001,371923.936,343749.32,U,,
P34209,Protein YdcF,ydcF,29.705,79080.0,74783.0,262550.0,242500.0,2349071.4,2221429.0149999997,7799047.75,7203462.5,S,,
P77171,Uncharacterized HTH-type transcriptional regulator YdcI,ydcI,33.401,63538.0,45241.0,55979.0,55315.0,2122232.7380000004,1511094.641,1869754.5790000001,1847576.3150000002,C,,
P76100,Uncharacterized acetyltransferase YdcK,ydcK,35.849,0.0,0.0,638.24,1154.0,0.0,0.0,22880.26576,41369.746,U,,
P64451,Uncharacterized lipoprotein YdcL,ydcL,24.427,112580.0,110790.0,354450.0,362070.0,2749991.66,2706267.33,8658150.15,8844283.89,S,,
P76104,Uncharacterized protease YdcP,ydcP,72.701,92846.0,83200.0,33155.0,35973.0,6749997.045999999,6048723.199999999,2410401.655,2615273.073,C,,
P77730,Uncharacterized HTH-type transcriptional regulator YdcR,ydcR,52.792,0.0,0.0,3005.5,2835.8,0.0,0.0,158666.356,149707.5536,U,,
P76108,Putative ABC transporter periplasmic-binding protein YdcS,ydcS,42.295,22864.0,20435.0,34816.0,25844.0,967032.88,864298.3250000001,1472542.72,1093071.98,S',,
P64455,Uncharacterized protein YdcY,ydcY,8.7998,255890.0,283500.0,235410.0,166790.0,2251780.8219999997,2494743.3,2071560.9179999998,1467718.642,S',,
P31827,Uncharacterized protein YddB,yddB,89.282,40180.0,41404.0,50699.0,57049.0,3587350.76,3696631.928,4526508.118,5093448.818,C,,
P37757,Uncharacterized isomerase YddE,yddE,32.318,16158.0,12965.0,23901.0,22810.0,522194.24399999995,419002.87,772432.5179999999,737173.58,U,,
P76121,Uncharacterized protein YddH,yddH,20.967,0.0,0.0,805.04,0.0,0.0,0.0,16879.27368,0.0,S,,
P64426,UPF0748 lipoprotein YddW,yddW,49.574,6714.5,6758.3,4642.1,4883.8,332864.62299999996,335035.9642,230127.46540000002,242109.5012,U,,
P31126,Uncharacterized MFS-type transporter YdeE,ydeE,42.658,0.0,0.0,3656.8,4116.4,0.0,0.0,155991.77440000002,175597.39119999998,U,,
P31130,Uncharacterized protein YdeI,ydeI,14.121,4026.7,0.0,83209.0,85166.0,56861.030699999996,0.0,1174994.289,1202629.0860000001,A,,
P31131,Protein YdeJ,ydeJ,18.321,7030.4,7467.7,22365.0,21261.0,128803.9584,136815.7317,409749.16500000004,389522.781,U,,
P77318,Uncharacterized sulfatase YdeN,ydeN,62.801,747.57,638.43,549.33,549.55,46948.14357000001,40094.04243,34498.47333,34512.28955,S,,
P77561,Protein YdeP,ydeP,83.494,299.59,134.19,6443.5,6176.0,25013.967459999996,11204.05986,537993.589,515658.944,U,,
P39831,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,ydfG,27.249,758100.0,757990.0,941960.0,1008800.0,20657466.9,20654469.509999998,25667468.04,27488791.2,S',,
P77260,Uncharacterized oxidoreductase YdfI,ydfI,53.685,800.81,247.82,3871.3,4395.8,42991.48485,13304.2167,207830.7405,235988.52300000002,C,,
P64463,Putative selenoprotein YdfZ,ydfZ,7.2763,259840.0,368610.0,90329.0,105500.0,1890673.792,2682116.943,657260.9027,767649.65,S,,
P77804,Protein YdgA,ydgA,54.688,363450.0,333530.0,376740.0,383620.0,19876353.6,18240088.64,20603157.12,20979410.560000002,S',,
P76176,Uncharacterized serine protease YdgD,ydgD,29.277,3709.8,3093.8,6402.8,6775.2,108611.81460000001,90577.18260000001,187454.77560000002,198357.5304,U,,
P76177,Protein YdgH,ydgH,33.903,645140.0,553850.0,783620.0,739600.0,21872181.419999998,18777176.55,26567068.86,25074658.8,S,,
P0AAE5,Putative arginine/ornithine antiporter,ydgI,49.501,113490.0,88909.0,63223.0,63432.0,5617868.489999999,4401084.409,3129601.7229999998,3139947.432,U,,
P77376,Uncharacterized oxidoreductase YdgJ,ydgJ,38.257,11175.0,13932.0,57381.0,62870.0,427521.975,532996.524,2195224.917,2405217.59,S,,
P0ACR2,Uncharacterized HTH-type transcriptional regulator YdhB,ydhB,35.25,1301.3,2723.6,3073.8,3669.8,45870.825,96006.9,108351.45000000001,129360.45000000001,U,,
P76187,Oxidoreductase YdhF,ydhF,33.675,60210.0,55613.0,65543.0,69217.0,2027571.7499999998,1872767.775,2207160.525,2330882.4749999996,S,,
P76185,Uncharacterized protein YdhJ,ydhJ,31.495,17735.0,15013.0,13456.0,25360.0,558563.8250000001,472834.435,423796.72000000003,798713.2000000001,R,,
P77389,Inner membrane transport protein YdhP,ydhP,40.064,674.47,645.28,1622.5,1823.8,27021.966080000002,25852.497919999998,65003.84,73068.7232,U,,
P77552,Uncharacterized protein YdhQ,ydhQ,42.876,100740.0,98490.0,83257.0,92365.0,4319328.24,4222857.24,3569727.1319999998,3960241.7399999998,A,,
P0ACX3,Putative monooxygenase YdhR,ydhR,11.288,140020.0,152450.0,545880.0,570660.0,1580545.76,1720855.6,6161893.44,6441610.08,S',,
P77148,Uncharacterized protein YdhS,ydhS,60.754,0.0,0.0,5372.8,5609.4,0.0,0.0,326419.0912,340793.4876,A,,
P0ACX5,Uncharacterized protein YdhZ,ydhZ,7.9073,118020.0,111550.0,92382.0,94906.0,933219.546,882059.3150000001,730492.1886,750450.2138,R,,
P37766,Acetate CoA-transferase YdiF,ydiF,57.562,268.39,0.0,2359.3,2489.7,15449.065179999998,0.0,135806.0266,143312.1114,U,,
P64476,Uncharacterized protein YdiH,ydiH,7.2662,33479.0,24584.0,194190.0,253930.0,243265.1098,178632.26080000002,1411023.378,1845106.1660000002,A',,
P77748,Uncharacterized protein YdiJ,ydiJ,113.25,205350.0,196400.0,235270.0,266870.0,23255887.5,22242300.0,26644327.5,30223027.5,R,,
P0AFS7,UPF0118 inner membrane protein YdiK,ydiK,39.841,54275.0,45911.0,98488.0,104720.0,2162370.275,1829140.151,3923860.4080000003,4172149.52,U,,
P77649,UPF0061 protein YdiU,ydiU,54.381,10993.0,10408.0,11958.0,13852.0,597810.333,565997.448,650287.998,753285.612,S',,
P76204,Putative anti-FlhC(2)FlhD(4) factor YdiV,ydiV,27.046,7014.0,7893.3,14389.0,25223.0,189700.644,213482.1918,389164.894,682181.258,U,,
P76206,Uncharacterized protein YdiY,ydiY,27.607,29812.0,26455.0,12836.0,12533.0,823019.884,730343.1849999999,354363.452,345998.531,U,,
P64479,Uncharacterized protein YdiZ,ydiZ,10.865,0.0,0.0,63029.0,60783.0,0.0,0.0,684810.085,660407.295,S',,
P0ACY1,Putative NAD(P)H nitroreductase YdjA,ydjA,20.059,600420.0,581530.0,514300.0,591320.0,12043824.780000001,11664910.270000001,10316343.700000001,11861287.88,S',,
P77721,Uncharacterized HTH-type transcriptional regulator YdjF,ydjF,28.261,30232.0,26438.0,30726.0,40064.0,854386.552,747164.318,868347.486,1132248.704,C,,
P77256,Uncharacterized oxidoreductase YdjG,ydjG,36.328,1823.0,2269.4,5331.9,5797.5,66225.944,82442.76320000002,193697.26320000002,210611.58000000002,U,,
P77280,Uncharacterized zinc-type alcohol dehydrogenase-like protein YdjJ,ydjJ,37.7,888.91,719.83,2659.4,3451.7,33511.907,27137.591000000004,100259.38,130129.09,U,,
P77529,Uncharacterized symporter YdjN,ydjN,48.661,952290.0,869890.0,636840.0,954450.0,46339383.69,42329717.29,30989271.240000002,46444491.45,R,,
P76220,Uncharacterized protein YdjY,ydjY,24.125,12750.0,15521.0,6043.1,6123.2,307593.75,374444.125,145789.7875,147722.19999999998,C',,
P76231,Uncharacterized protein YeaC,yeaC,10.338,38365.0,35674.0,35556.0,39403.0,396617.37,368797.812,367577.92799999996,407348.214,S',,
P39173,Putative glucose-6-phosphate 1-epimerase,yeaD,32.666,665600.0,655290.0,383120.0,435100.0,21742489.599999998,21405703.139999997,12514997.919999998,14212976.599999998,A,,
P76234,Uncharacterized protein YeaE,yeaE,30.986,9365.4,10220.0,24033.0,26765.0,290196.2844,316676.92,744686.5380000001,829340.29,U,,
P0ACY3,Uncharacterized protein YeaG,yeaG,74.479,28523.0,24907.0,423030.0,425970.0,2124364.517,1855048.453,31506851.37,31725819.63,S,,
P76235,UPF0229 protein YeaH,yeaH,49.392,0.0,0.0,13314.0,13895.0,0.0,0.0,657605.088,686301.8400000001,S,,
P76237,Putative diguanylate cyclase YeaJ,yeaJ,56.602,11872.0,11394.0,19440.0,19664.0,671978.944,644923.188,1100342.88,1113021.728,S',,
P64483,Uncharacterized protein YeaK,yeaK,17.85,75704.0,83360.0,262190.0,144930.0,1351316.4000000001,1487976.0000000002,4680091.5,2587000.5,S',,
P76241,Uncharacterized HTH-type transcriptional regulator YeaM,yeaM,30.553,0.0,0.0,740.66,1446.7,0.0,0.0,22629.38498,44201.025100000006,U,,
P76243,Uncharacterized protein YeaO,yeaO,13.386,89367.0,79989.0,296770.0,260110.0,1196266.662,1070732.754,3972563.2199999997,3481832.46,S',,
P76245,Probable diguanylate cyclase YeaP,yeaP,38.545,572.91,0.0,0.0,0.0,22082.81595,0.0,0.0,0.0,U,,
P64488,Uncharacterized protein YeaR,yeaR,13.611,0.0,0.0,0.0,258.71,0.0,0.0,0.0,3521.30181,U,,
P0AA91,Uncharacterized lipoprotein YeaY,yeaY,20.921,55244.0,38513.0,27788.0,35068.0,1155759.724,805730.473,581352.748,733657.628,S',,
P0A8A0,Probable transcriptional regulatory protein YebC,yebC,26.422,537350.0,492370.0,368070.0,343500.0,14197861.700000001,13009400.14,9725145.540000001,9075957.0,R,,
P33218,Inner membrane protein YebE,yebE,23.687,11377.0,2781.2,12679.0,11544.0,269486.999,65878.2844,300327.473,273442.728,S',,
P33219,Protein YebF,yebF,12.962,61640.0,50419.0,243330.0,237760.0,798977.6799999999,653531.078,3154043.46,3081845.12,S,,
P0ACY9,Uncharacterized protein YebG,yebG,10.717,208470.0,221790.0,74361.0,104310.0,2234172.99,2376923.43,796926.837,1117890.27,U,,
P64499,Uncharacterized protein YebO,yebO,10.792,49697.0,63570.0,31708.0,33073.0,536330.024,686047.44,342192.736,356923.816,R,,
P76272,Uncharacterized protein YebT,yebT,94.969,20698.0,17874.0,34055.0,35823.0,1965668.362,1697475.906,3234169.295,3402074.4869999997,A',,
P64503,Uncharacterized protein YebV,yebV,8.7527,7761.7,5882.2,275760.0,262500.0,67935.83159,51485.13194000001,2413644.552,2297583.75,S,,
P64506,Uncharacterized protein YebY,yebY,12.378,375160.0,356130.0,329760.0,332330.0,4643730.48,4408177.14,4081769.2800000003,4113580.74,R,,
P0AD05,Uncharacterized protein YecA,yecA,25.039,80036.0,74425.0,166650.0,189980.0,2004021.404,1863527.5750000002,4172749.35,4756909.220000001,S',,
P37774,Uncharacterized amino-acid ABC transporter ATP-binding protein YecC,yecC,27.677,86801.0,77506.0,75799.0,83460.0,2402391.277,2145133.562,2097888.923,2309922.42,S,,
P0ADI7,Isochorismatase family protein YecD,yecD,20.452,53878.0,75768.0,117560.0,127540.0,1101912.8560000001,1549607.1360000002,2404337.12,2608448.08,S',,
P37348,UPF0759 protein YecE,yecE,31.479,935.65,1805.9,6810.7,7150.6,29453.32635,56847.926100000004,214394.02529999998,225093.7374,U,,
P0AD07,Uncharacterized protein YecF,yecF,8.2385,711540.0,429020.0,484810.0,560760.0,5862022.29,3534481.27,3994107.185,4619821.26,U,,
P46887,Uncharacterized protein YecH,yecH,8.6287,5437.3,9513.1,1412.0,2040.8,46916.83051,82085.68597,12183.724400000001,17609.450960000002,U,,
P0AD10,Uncharacterized protein YecJ,yecJ,9.1225,456090.0,446230.0,204860.0,270530.0,4160681.0250000004,4070733.1750000003,1868835.35,2467909.9250000003,R,,
P52007,Protein YecM,yecM,21.205,35352.0,31766.0,71532.0,78362.0,749639.1599999999,673598.0299999999,1516836.0599999998,1661666.21,A',,
P64515,Inner membrane protein YecN,yecN,15.226,0.0,29976.0,12409.0,9892.9,0.0,456414.576,188939.434,150629.2954,U,,
P76308,Uncharacterized protein YecR,yecR,11.741,267220.0,251070.0,3207.1,6592.9,3137430.02,2947812.87,37654.5611,77407.2389,C,,
P0AFT2,Inner membrane amino-acid ABC transporter permease protein YecS,yecS,24.801,55046.0,48399.0,54138.0,68651.0,1365195.846,1200343.599,1342676.538,1702613.451,S,,
P31063,Uncharacterized lipoprotein YedD,yedD,14.983,307440.0,281000.0,531310.0,561290.0,4606373.5200000005,4210223.0,7960617.73,8409808.07,S',,
P31064,UPF0394 inner membrane protein YedE,yedE,44.428,86408.0,75449.0,31305.0,33279.0,3838934.624,3352048.172,1390818.5399999998,1478519.412,C',,
P0AA31,UPF0033 protein YedF,yedF,8.6389,168560.0,231620.0,76952.0,91260.0,1456172.984,2000942.018,664780.6328,788386.014,C',,
P46125,Inner membrane protein YedI,yedI,32.19,36754.0,31430.0,54357.0,52881.0,1183111.26,1011731.7,1749751.8299999998,1702239.39,C,,
P46144,Uncharacterized protein YedJ,yedJ,25.904,7497.0,6950.3,16059.0,13174.0,194202.288,180040.5712,415992.336,341259.296,U,,
P76329,Putative mannosyl-3-phosphoglycerate phosphatase,yedP,30.439,157.99,0.0,12029.0,15850.0,4809.05761,0.0,366150.731,482458.15,A,,
P76330,Probable diguanylate cyclase YedQ,yedQ,64.282,4106.2,3880.9,14168.0,14885.0,263954.7484,249472.0138,910747.3759999999,956837.57,U,,
P76339,Probable sensor-like histidine kinase YedV,yedV,50.849,4080.1,3783.6,21470.0,20830.0,207469.00489999997,192392.27639999997,1091728.03,1059184.67,S',,
P76340,Probable transcriptional regulatory protein YedW,yedW,25.017,673.47,676.06,3204.9,3195.7,16848.19899,16912.993019999998,80176.9833,79946.8269,U,,
P76342,Sulfoxide reductase catalytic subunit YedY,yedY,37.368,1681.2,2837.7,25124.0,21626.0,62823.081600000005,106039.1736,938833.6320000001,808120.368,S',,
P33014,UPF0033 protein YeeD,yeeD,8.1482,602610.0,585970.0,509300.0,583190.0,4910186.801999999,4774600.754,4149878.26,4751948.757999999,R,,
P0A8A2,Probable transcriptional regulatory protein YeeN,yeeN,25.867,657810.0,617210.0,324270.0,436700.0,17015571.27,15965371.07,8387892.09,11296118.9,U,,
P76361,Inner membrane protein YeeR,yeeR,57.236,66050.0,62761.0,328.6,0.0,3780437.8,3592188.596,18807.7496,0.0,R,,
P0A8M6,UPF0265 protein YeeX,yeeX,12.778,3396500.0,3358100.0,3485500.0,3888600.0,43400477.0,42909801.800000004,44537719.0,49688530.800000004,A,,
P0AD12,Protein YeeZ,yeeZ,29.68,86173.0,85738.0,233720.0,200100.0,2557614.64,2544703.84,6936809.6,5938968.0,S',,
P69346,Antitoxin YefM,yefM,9.3075,30633.0,25119.0,27085.0,29738.0,285116.64749999996,233795.09249999997,252093.63749999998,276786.435,S',,
P36928,Uncharacterized chaperone protein YegD,yegD,49.371,27021.0,25171.0,17017.0,14916.0,1334053.791,1242717.441,840146.307,736417.836,R,,
P76389,UPF0053 protein YegH,yegH,59.45,34750.0,18208.0,36715.0,38704.0,2065887.5,1082465.6,2182706.75,2300952.8000000003,A,,
P76394,Uncharacterized protein YegJ,yegJ,17.428,136710.0,128660.0,49742.0,72771.0,2382581.88,2242286.48,866903.576,1268252.9880000001,U,,
P76402,UPF0339 protein YegP,yegP,12.024,7619.5,6474.5,104720.0,101890.0,91616.86799999999,77849.38799999999,1259153.2799999998,1225125.3599999999,S,,
P76403,Uncharacterized protease YegQ,yegQ,51.193,148520.0,166420.0,75159.0,74606.0,7603184.359999999,8519539.06,3847614.687,3819304.9579999996,R,,
P76406,Uncharacterized protein YegR,yegR,11.465,8246.3,4602.6,28560.0,46490.0,94543.82949999999,52768.809,327440.4,533007.85,U,,
P76407,Lipid kinase YegS,yegS,32.038,0.0,0.0,7256.2,6776.6,0.0,0.0,232474.13559999998,217108.7108,U,,
P76418,Uncharacterized protein YegU,yegU,35.62,15771.0,13661.0,17896.0,17633.0,561763.0199999999,486604.81999999995,637455.5199999999,628087.46,C',,
P0ACM5,Uncharacterized HTH-type transcriptional regulator YegW,yegW,28.277,26077.0,23270.0,34170.0,38113.0,737379.329,658005.79,966225.0900000001,1077721.301,C,,
P33343,Uncharacterized fimbrial-like protein YehD,yehD,19.06,28191.0,27229.0,23415.0,24517.0,537320.46,518984.74,446289.89999999997,467294.01999999996,U,,
P33355,Uncharacterized protein YehS,yehS,17.973,74562.0,69394.0,60219.0,58890.0,1340102.826,1247218.362,1082316.0869999998,1058429.97,A,,
P0AFT5,Transcriptional regulatory protein YehT,yehT,27.399,21484.0,20840.0,5384.6,7421.9,588640.116,570995.16,147532.65540000002,203352.6381,C,,
P0AD14,Sensor histidine kinase YehU,yehU,62.092,3479.8,2154.6,2487.8,2864.9,216067.7416,133783.4232,154472.4776,177887.3708,U,,
P33360,Putative osmoprotectant uptake system ATP-binding protein YehX,yehX,34.424,233.64,0.0,193.64,323.75,8042.823359999999,0.0,6665.863359999999,11144.77,U,,
P25747,Uncharacterized protein YeiB,yeiB,43.393,840.62,643.77,1638.4,2377.3,36477.02366,27935.11161,71095.09120000001,103158.17890000001,U,,
P0ACR4,Uncharacterized HTH-type transcriptional regulator YeiE,yeiE,32.723,27653.0,25286.0,41430.0,46574.0,904889.119,827433.7779999999,1355713.89,1524041.0019999999,S',,
P33018,S-formylglutathione hydrolase YeiG,yeiG,31.259,38611.0,32811.0,102610.0,113280.0,1206941.249,1025639.049,3207485.99,3541019.52,S,,
P0A6N8,Elongation factor P-like protein,yeiP,21.532,635140.0,600010.0,290770.0,333390.0,13675834.48,12919415.32,6260859.64,7178553.48,R,,
P33030,Uncharacterized protein YeiR,yeiR,36.113,28765.0,33078.0,60137.0,65324.0,1038790.445,1194545.814,2171727.481,2359045.612,A',,
P33913,Uncharacterized protein YejA,yejA,69.668,5823.5,1700.8,46812.0,52189.0,405711.59800000006,118491.3344,3261298.416,3635903.2520000003,U,,
P0AFU0,Inner membrane ABC transporter permease protein YejB,yejB,40.36,0.0,451.04,3409.1,4776.2,0.0,18203.9744,137591.27599999998,192767.432,U,,
P33915,Inner membrane ABC transporter permease protein YejE,yejE,38.091,95651.0,88812.0,26730.0,6217.7,3643442.241,3382937.892,1018172.43,236838.4107,U,,
P33916,Uncharacterized ABC transporter ATP-binding protein YejF,yejF,58.725,2231.9,2747.0,10043.0,12709.0,131068.32750000001,161317.575,589775.175,746336.025,S,,
P33919,Uncharacterized protein YejH,yejH,66.412,3502.7,4892.3,5466.0,5829.9,232621.3124,324907.42760000005,363007.992,387175.3188,U,,
P33920,Nucleoid-associated protein YejK,yejK,37.822,230960.0,209170.0,145900.0,192320.0,8735369.120000001,7911227.74,5518229.800000001,7273927.040000001,R,,
P0AD24,UPF0352 protein YejL,yejL,8.2884,409250.0,525320.0,273810.0,133290.0,3392027.6999999997,4354062.288,2269446.804,1104760.836,A',,
P0AD27,Inner membrane protein YejM,yejM,67.295,35561.0,33853.0,51102.0,46363.0,2393077.495,2278137.6350000002,3438909.0900000003,3119998.085,S',,
P76464,Putative UPF0192 protein YfaS,yfaS,151.11,7138.7,5145.7,4773.9,4512.4,1078728.9570000002,777566.7270000001,721384.029,681868.764,Unknown,,
P77808,NMN amidohydrolase-like protein YfaY,yfaY,44.225,131850.0,133570.0,180290.0,189540.0,5831066.25,5907133.25,7973325.25,8382406.5,S',,
P76471,Uncharacterized protein YfaZ,yfaZ,18.609,91582.0,55248.0,7463.9,10809.0,1704249.438,1028110.0320000001,138895.7151,201144.681,U,,
P76491,5-deoxynucleotidase YfbR,yfbR,22.708,29941.0,38162.0,130040.0,149530.0,679900.228,866582.696,2952948.32,3395527.2399999998,S,,
P77625,Sugar phosphatase YfbT,yfbT,23.007,133770.0,76498.0,150100.0,283910.0,3077646.39,1759989.486,3453350.7,6531917.37,S,,
P0A8W8,UPF0304 protein YfbU,yfbU,19.536,1276400.0,1383400.0,2345900.0,2378100.0,24935750.400000002,27026102.400000002,45829502.400000006,46458561.6,S,,
P0AD30,UPF0721 transmembrane protein YfcA,yfcA,28.643,0.0,0.0,190.25,660.69,0.0,0.0,5449.33075,18924.14367,U,,
P39263,Uncharacterized protein YfcC,yfcC,54.796,0.0,589.46,0.0,0.0,0.0,32300.050160000003,0.0,0.0,U,,
P65556,Uncharacterized Nudix hydrolase YfcD,yfcD,20.376,200510.0,205160.0,182790.0,203940.0,4085591.7600000002,4180340.16,3724529.04,4155481.4400000004,C,,
P67095,Phosphodiesterase YfcE,yfcE,20.122,402670.0,360770.0,546150.0,495990.0,8102525.74,7259413.94,10989630.3,9980310.78,S',,
P77544,Glutathione S-transferase YfcF,yfcF,24.325,14015.0,11778.0,61489.0,64139.0,340914.875,286499.85,1495719.925,1560181.175,S,,
