Majority protein IDs,Protein names,Gene names,Mol. weight [kDa],iBAQ W_glu_1,iBAQ W_glu_2,iBAQ PLAS30_1,iBAQ PLAS30_2,iBAQ mass W_glu_1,iBAQ mass W_glu_2,iBAQ mass PLAS30_1,iBAQ mass PLAS30_2,Mori sector,wt_mass_fraction_poor,rela_mass_fraction_poor
P45468,UPF0718 protein YraQ,yraQ,37.256,34115.0,33137.0,21166.0,21197.0,1270988.44,1234552.072,788560.496,789715.432,S',,
P45469,Uncharacterized protein YraR,yraR,23.198,15905.0,14518.0,32669.0,32574.0,368964.19,336788.564,757855.462,755651.652,S,,
P45470,Protein YhbO,yhbO,18.858,3772.9,6170.1,13909.0,20040.0,71149.34820000001,116355.7458,262295.922,377914.32,S,,
P45472,UPF0213 protein YhbQ,yhbQ,11.27,4505.5,3909.7,3573.3,3697.2,50776.985,44062.318999999996,40271.091,41667.443999999996,U,,
P45522,Glutathione-regulated potassium-efflux system protein KefB,kefB,66.41,2468.2,1120.7,5645.8,5620.7,163913.16199999998,74425.687,374937.578,373270.687,U,,
P45523,FKBP-type peptidyl-prolyl cis-trans isomerase FkpA,fkpA,28.882,1224600.0,1293900.0,1307300.0,1330100.0,35368897.2,37370419.800000004,37757438.6,38415948.2,C,,
P45524,Putative esterase YheT,yheT,38.495,6091.0,6564.9,6230.3,5498.2,234473.04499999998,252715.82549999998,239835.39849999998,211653.20899999997,U,,
P45530,Protein TusB,tusB,10.718,45875.0,40972.0,53616.0,56630.0,491688.25,439137.896,574656.288,606960.34,S,,
P45531,Protein TusC,tusC,13.045,13104.0,10972.0,15106.0,14523.0,170941.68,143129.74,197057.77,189452.535,S,,
P45532,Sulfurtransferase TusD,tusD,13.641,48519.0,48377.0,56641.0,65259.0,661847.679,659910.657,772639.881,890198.019,A,,
P45537,Uncharacterized protein YhfK,yhfK,79.971,19048.0,18121.0,6109.8,29041.0,1523287.608,1449154.4910000002,488606.81580000004,2322437.811,U,,
P45544,HTH-type transcriptional regulator FrlR,frlR,27.82,46528.0,42317.0,54377.0,62456.0,1294408.96,1177258.94,1512768.1400000001,1737525.92,C',,
P45552,Uncharacterized protein YhfZ,yhfZ,33.504,552.17,4893.2,3009.8,4235.1,18499.903679999996,163941.77279999998,100840.3392,141892.7904,U,,
P45565,Lipopolysaccharide core heptose(II)-phosphate phosphatase,ais,22.256,0.0,0.0,4965.1,5291.8,0.0,0.0,110503.26560000001,117774.30080000001,A',,
P45568,1-deoxy-D-xylulose 5-phosphate reductoisomerase,dxr,43.388,38635.0,40995.0,52628.0,65167.0,1676295.38,1778691.0599999998,2283423.664,2827465.796,A',,
P45577,RNA chaperone ProQ,proQ,25.892,1392600.0,1345100.0,1387500.0,1489200.0,36057199.199999996,34827329.2,35925150.0,38558366.4,R,,
P45578,S-ribosylhomocysteine lyase,luxS,19.416,1901400.0,1810200.0,3260500.0,3357600.0,36917582.4,35146843.2,63305868.0,65191161.6,A,,
P45579,Uncharacterized oxidoreductase YbdH,ybdH,39.091,189620.0,175520.0,70204.0,80109.0,7412435.42,6861252.32,2744344.5640000002,3131540.919,C',,
P45748,Threonylcarbamoyl-AMP synthase,tsaC,20.767,172760.0,178120.0,242640.0,234390.0,3587706.92,3699018.04,5038904.88,4867577.13,R,,
P45771,Uncharacterized protein YrdD,yrdD,19.871,9155.6,8556.1,29739.0,40185.0,181930.9276,170018.26309999998,590943.669,798516.1349999999,U,,
P45795,Uncharacterized protein YrdB,yrdB,10.007,33095.0,37287.0,61077.0,55055.0,331181.665,373131.00899999996,611197.539,550935.385,A',,
P45799,ADP compounds hydrolase NudE,nudE,21.153,209940.0,251460.0,311440.0,304300.0,4440860.819999999,5319133.38,6587890.319999999,6436857.899999999,S',,
P45800,Putative membrane protein IgaA homolog,yrfF,79.489,72834.0,69569.0,51096.0,62499.0,5789501.826,5529970.241,4061569.944,4967983.011,S',,
P45804,Uncharacterized protein YhgE,yhgE,64.637,1371.4,606.69,1443.0,1044.2,88643.1818,39214.621530000004,93271.191,67493.9554,U,,
P45955,Uncharacterized protein YbgF,ybgF,28.231,564490.0,570750.0,606790.0,651230.0,15936117.190000001,16112843.250000002,17130288.490000002,18384874.130000003,A',,
P46022,Monofunctional biosynthetic peptidoglycan transglycosylase,mtgA,27.341,1311.4,1131.4,2690.5,1555.6,35854.987400000005,30933.607400000004,73560.9605,42531.6596,U,,
P46068,HTH-type transcriptional regulator DsdC,dsdC,35.332,2066.2,2036.9,2531.8,3726.8,73002.97839999999,71967.75080000001,89453.55760000001,131675.29760000002,U,,
P46118,HTH-type transcriptional regulator HexR,hexR,31.975,75802.0,70739.0,17803.0,16531.0,2423768.95,2261879.525,569250.925,528578.725,C,,
P46122,Uncharacterized lipoprotein YajI,yajI,19.56,2227.5,1956.5,2719.4,2873.9,43569.899999999994,38269.14,53191.464,56213.484,U,,
P46125,Inner membrane protein YedI,yedI,32.19,49297.0,48706.0,68538.0,73641.0,1586870.43,1567846.14,2206238.2199999997,2370503.79,C,,
P46130,Putative acyl-CoA thioester hydrolase YbhC,ybhC,46.082,330340.0,344750.0,460950.0,190430.0,15222727.88,15886769.5,21241497.9,8775395.26,R,,
P46139,Probable diguanylate cyclase YfiN,yfiN,45.989,344.91,0.0,0.0,0.0,15862.065990000001,0.0,0.0,0.0,U,,
P46144,Uncharacterized protein YedJ,yedJ,25.904,6204.5,5429.4,15100.0,14182.0,160721.368,140643.1776,391150.4,367370.528,U,,
P46474,Uncharacterized protein YhdP,yhdP,139.05,20157.0,11482.0,18115.0,20862.0,2802830.85,1596572.1,2518890.75,2900861.1,A,,
P46837,Protein YhgF,yhgF,85.119,357660.0,343000.0,282900.0,287390.0,30443661.54,29195817.0,24080165.1,24462349.41,U,,
P46849,RNA 3-terminal phosphate cyclase,rtcA,35.903,0.0,0.0,569.36,935.13,0.0,0.0,20441.732079999998,33573.972389999995,U,,
P46850,RNA-splicing ligase RtcB,rtcB,45.221,813.14,460.72,0.0,0.0,36771.003939999995,20834.219119999998,0.0,0.0,U,,
P46852,"Quercetin 2,3-dioxygenase",yhhW,26.279,53761.0,48583.0,85669.0,93329.0,1412785.319,1276712.657,2251295.651,2452592.791,S,,
P46853,Uncharacterized oxidoreductase YhhX,yhhX,38.765,145080.0,153120.0,334520.0,404460.0,5624026.2,5935696.8,12967667.8,15678891.9,A,,
P46854,Uncharacterized N-acetyltransferase YhhY,yhhY,18.793,5989.5,5988.3,21836.0,26630.0,112560.67349999999,112538.1219,410363.948,500457.58999999997,U,,
P46859,Thermoresistant gluconokinase,gntK,19.543,10299.0,8429.8,7522.5,8735.6,201273.357,164743.58139999997,147012.2175,170719.8308,U,,
P46888,Universal stress protein C,uspC,15.633,0.0,925.26,11080.0,12914.0,0.0,14464.58958,173213.63999999998,201884.56199999998,U,,
P46889,DNA translocase FtsK,ftsK,146.66,77197.0,75982.0,57725.0,71373.0,11321712.02,11143520.12,8465948.5,10467564.18,A,,
P50456,Protein mlc,mlc,44.316,20073.0,14839.0,16187.0,18268.0,889555.0680000001,657605.1240000001,717343.0920000001,809564.6880000001,S',,
P50457,4-aminobutyrate aminotransferase PuuE,puuE,44.729,72886.0,74890.0,260110.0,263450.0,3260117.894,3349754.81,11634460.19,11783855.049999999,C,,
P50465,Endonuclease 8,nei,29.845,9921.0,11128.0,24108.0,26996.0,296092.245,332115.16,719503.26,805695.62,A',,
P50466,Aerotaxis receptor,aer,55.065,97270.0,79253.0,948.15,916.33,5356172.55,4364066.444999999,52209.87975,50457.71145,C,,
P51020,4-hydroxy-2-oxovalerate aldolase,mhpE,36.47,3823.7,1437.5,5115.5,5151.8,139450.33899999998,52425.625,186562.285,187886.146,U,,
P51024,Uncharacterized protein YaiL,yaiL,19.923,104780.0,100970.0,83583.0,87345.0,2087531.9399999997,2011625.3099999998,1665224.109,1740174.4349999998,R,,
P51025,S-formylglutathione hydrolase FrmB,frmB,31.424,55724.0,56019.0,31539.0,28142.0,1751070.976,1760341.0559999999,991081.536,884334.208,U,,
P51981,L-Ala-D/L-Glu epimerase,ycjG,34.674,10954.0,10059.0,24084.0,24346.0,379818.996,348785.766,835088.616,844173.204,S,,
P52006,Nucleoside triphosphatase NudI,nudI,16.371,8132.1,7946.2,15716.0,16110.0,133130.6091,130087.24019999999,257286.63599999997,263736.81,U,,
P52007,Protein YecM,yecM,21.205,72668.0,69395.0,128010.0,128920.0,1540924.94,1471520.9749999999,2714452.05,2733748.5999999996,A',,
P52037,Uncharacterized oxidoreductase YgfF,ygfF,25.938,17085.0,20153.0,14523.0,9408.4,443150.73,522728.51399999997,376697.57399999996,244035.07919999998,U,,
P52060,UPF0235 protein YggU,yggU,10.456,51543.0,47756.0,38853.0,38489.0,538933.608,499336.736,406246.968,402440.984,A',,
P52061,dITP/XTP pyrophosphatase,rdgB,21.039,314190.0,324500.0,276430.0,293090.0,6610243.41,6827155.500000001,5815810.7700000005,6166320.510000001,R,,
P52062,Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW,yggW,42.584,13465.0,13775.0,13847.0,14216.0,573393.56,586594.6000000001,589660.648,605374.1440000001,U,,
P52067,Fosmidomycin resistance protein,fsr,43.305,19597.0,19504.0,21982.0,27877.0,848648.085,844620.72,951930.51,1207213.485,U,,
P52076,Transcriptional regulatory protein QseB,qseB,24.677,1068.6,1896.3,9073.2,13427.0,26369.8422,46794.9951,223899.35640000002,331338.07899999997,C,,
P52094,Histidine transport system permease protein HisQ,hisQ,24.649,174790.0,193320.0,141440.0,142170.0,4308398.71,4765144.680000001,3486354.56,3504348.33,A',,
P52095,"Lysine decarboxylase, constitutive",ldcC,80.589,625.36,435.23,4392.5,5073.0,50397.13704,35074.75047,353987.1825,408827.997,U,,
P52096,Uncharacterized protein YaeR,yaeR,14.737,60115.0,64036.0,96211.0,98734.0,885914.755,943698.532,1417861.507,1455042.958,A,,
P52097,tRNA(Ile)-lysidine synthase,tilS,48.204,37086.0,49011.0,55932.0,57834.0,1787693.544,2362526.244,2696146.128,2787830.136,A',,
P52101,Sensor histidine kinase GlrK,glrK,53.33,10041.0,8576.3,24171.0,22163.0,535486.53,457374.07899999997,1289039.43,1181952.79,U,,
P52102,Uncharacterized ferredoxin-like protein YfhL,yfhL,9.7912,4606.1,4240.2,0.0,0.0,45099.246320000006,41516.646239999995,0.0,0.0,U,,
P52108,Transcriptional regulatory protein RstA,rstA,26.704,143450.0,149130.0,185530.0,188570.0,3830688.8000000003,3982367.52,4954393.12,5035573.28,C',,
P52119,UPF0125 protein RatB,ratB,10.789,126340.0,128360.0,102000.0,105130.0,1363082.26,1384876.04,1100478.0,1134247.57,R,,
P52129,mRNA endoribonuclease LS,rnlA,40.061,22665.0,21988.0,15850.0,17325.0,907982.565,880861.268,634966.85,694056.825,U,,
P52138,Uncharacterized protein YfjW,yfjW,64.196,2196.8,1568.5,2649.0,2395.6,141025.7728,100691.42599999999,170055.204,153787.93759999998,U,,
P52598,Uncharacterized HTH-type transcriptional regulator YgbI,ygbI,27.434,20969.0,22675.0,32823.0,37252.0,575263.546,622065.9500000001,900466.182,1021971.368,S,,
P52612,Flagellum-specific ATP synthase,fliI,49.315,97269.0,90432.0,12980.0,15438.0,4796820.734999999,4459654.08,640108.7,761324.97,C,,
P52613,Flagellar FliJ protein,fliJ,17.306,14864.0,8119.3,0.0,0.0,257236.38400000002,140512.60580000002,0.0,0.0,U,,
P52614,Flagellar hook-length control protein,fliK,39.311,13594.0,13586.0,0.0,0.0,534393.734,534079.246,0.0,0.0,C,,
P52627,Regulator of sigma S factor FliZ,fliZ,21.658,217380.0,209390.0,3442.7,1882.6,4708016.04,4534968.62,74561.9966,40773.3508,C,,
P52643,D-lactate dehydrogenase,ldhA,36.534,142540.0,143430.0,210550.0,226610.0,5207556.359999999,5240071.62,7692233.7,8278969.739999999,S,,
P52644,Heat shock protein HslJ,hslJ,15.165,46809.0,49936.0,49517.0,77120.0,709858.485,757279.44,750925.3049999999,1169524.8,A',,
P52645,Uncharacterized protein YdbH,ydbH,96.834,7683.6,8144.1,10593.0,11049.0,744033.7224000001,788625.7794000001,1025762.562,1069918.866,U,,
P52647,Probable pyruvate-flavodoxin oxidoreductase,ydbK,128.82,63701.0,63521.0,45650.0,49315.0,8205962.819999999,8182775.22,5880633.0,6352758.3,S,,
P52697,6-phosphogluconolactonase,pgl,36.307,286960.0,328020.0,622130.0,645720.0,10418656.72,11909422.14,22587673.91,23444156.040000003,S,,
P55135,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,rlmD,48.052,31799.0,27695.0,43022.0,27412.0,1528005.548,1330800.14,2067293.144,1317201.4239999999,A',,
P55734,Inner membrane protein YgaP,ygaP,18.639,43095.0,42942.0,85298.0,86288.0,803247.705,800395.938,1589869.422,1608322.032,S',,
P56258,TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase,wecF,40.639,20510.0,18785.0,18573.0,19909.0,833505.89,763403.6150000001,754788.147,809081.851,A',,
P56262,Putative carboxymethylenebutenolidase,ysgA,29.425,125600.0,134340.0,313200.0,361940.0,3695780.0,3952954.5,9215910.0,10650084.5,S,,
P58035,Putative phosphotransferase enzyme IIB component SgcB,sgcB,9.8033,0.0,0.0,9744.2,12696.0,0.0,0.0,95525.31586,124462.6968,U,,
P60240,RNA polymerase-associated protein RapA,rapA,109.77,77987.0,75718.0,51829.0,54657.0,8560632.99,8311564.859999999,5689269.33,5999698.89,R,,
P60293,Chromosome partition protein MukF,mukF,50.578,61424.0,57318.0,54086.0,71688.0,3106703.072,2899029.804,2735561.708,3625835.6640000003,S',,
P60340,tRNA pseudouridine synthase B,truB,35.087,165320.0,159280.0,133190.0,133630.0,5800582.840000001,5588657.36,4673237.53,4688675.8100000005,R,,
P60390,Ribosomal RNA small subunit methyltransferase H,rsmH,34.877,148490.0,155360.0,208990.0,209770.0,5178885.73,5418490.720000001,7288944.23,7316148.290000001,S',,
P60422,50S ribosomal protein L2,rplB,29.86,9707400.0,10244000.0,7372300.0,7390100.0,289862964.0,305885840.0,220136878.0,220668386.0,R,,
P60438,50S ribosomal protein L3,rplC,22.243,4399900.0,4425700.0,3544100.0,3336300.0,97866975.69999999,98440845.1,78831416.3,74209320.89999999,R,,
P60472,"Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)",ispU,28.444,57339.0,30795.0,41591.0,42939.0,1630950.516,875932.98,1183014.4039999999,1221356.916,S,,
P60546,Guanylate kinase,gmk,23.592,169940.0,157770.0,199310.0,208470.0,4009224.48,3722109.84,4702121.52,4918224.239999999,R,,
P60560,GMP reductase,guaC,37.383,605020.0,475600.0,581780.0,595670.0,22617462.66,17779354.8,21748681.740000002,22267931.610000003,A,,
P60584,Crotonobetainyl-CoA dehydrogenase,caiA,42.558,828.19,938.52,1330.6,1388.2,35246.11002,39941.534159999996,56627.67479999999,59079.0156,U,,
P60595,Imidazole glycerol phosphate synthase subunit HisH,hisH,21.653,570100.0,536480.0,1037500.0,958030.0,12344375.299999999,11616401.44,22464987.5,20744223.59,A,,
P60624,50S ribosomal protein L24,rplX,11.316,9272300.0,8834200.0,6678000.0,6583200.0,104925346.80000001,99967807.2,75568248.0,74495491.2,R,,
P60651,Agmatinase,speB,33.557,515830.0,510760.0,323570.0,313080.0,17309707.310000002,17139573.32,10858038.49,10506025.56,U,,
P60664,Imidazole glycerol phosphate synthase subunit HisF,hisF,28.454,697320.0,668610.0,1447200.0,1461800.0,19841543.28,19024628.94,41178628.800000004,41594057.2,A,,
P60716,Lipoyl synthase,lipA,36.071,357420.0,345600.0,426200.0,424610.0,12892496.819999998,12466137.6,15373460.2,15316107.309999999,C',,
P60720,Octanoyltransferase,lipB,23.882,100870.0,107270.0,87349.0,109390.0,2408977.3400000003,2561822.14,2086068.8180000002,2612451.98,A',,
P60723,50S ribosomal protein L4,rplD,22.086,1505300.0,1558800.0,1402900.0,1402800.0,33246055.799999997,34427656.8,30984449.4,30982240.799999997,R,,
P60752,Lipid A export ATP-binding/permease protein MsbA,msbA,64.46,137770.0,142040.0,165500.0,175290.0,8880654.2,9155898.399999999,10668129.999999998,11299193.399999999,R,,
P60757,ATP phosphoribosyltransferase,hisG,33.366,1379500.0,1296200.0,2072700.0,2128300.0,46028397.0,43249009.2,69157708.2,71012857.8,A,,
P60785,Elongation factor 4,lepA,66.57,415300.0,433230.0,395740.0,411770.0,27646520.999999996,28840121.099999998,26344411.799999997,27411528.9,R,,
P60869,Putative transport protein YbjL,ybjL,60.35,12840.0,11289.0,17463.0,17884.0,774894.0,681291.15,1053892.05,1079299.4000000001,A,,
P60872,Putative transport protein YidE,yidE,58.938,4663.9,7665.7,9796.8,12152.0,274880.9382,451801.0266,577403.7984,716214.576,S,,
P60906,Histidine--tRNA ligase,hisS,47.029,659280.0,639920.0,668800.0,714490.0,31005279.12,30094797.680000003,31452995.200000003,33601750.21,U,,
P60932,Undecaprenyl-diphosphatase,uppP,29.758,37368.0,40851.0,55766.0,52530.0,1111996.944,1215644.058,1659484.628,1563187.74,A',,
P60955,Prolipoprotein diacylglyceryl transferase,lgt,33.108,28088.0,27658.0,24350.0,26636.0,929937.504,915701.0639999999,806179.7999999999,881864.688,U,,
P61175,50S ribosomal protein L22,rplV,12.226,14381000.0,14393000.0,10602000.0,10067000.0,175822106.0,175968818.0,129620052.00000001,123079142.00000001,R,,
P61316,Outer-membrane lipoprotein carrier protein,lolA,22.497,141640.0,139140.0,225380.0,267620.0,3186475.08,3130232.58,5070373.86,6020647.14,S',,
P61320,Outer-membrane lipoprotein LolB,lolB,23.55,161370.0,132440.0,186070.0,190070.0,3800263.5,3118962.0,4381948.5,4476148.5,A',,
P61517,Carbonic anhydrase 2,can,25.096,1801200.0,1761100.0,2128900.0,2574100.0,45202915.2,44196565.6,53426874.4,64599613.6,A,,
P61714,"6,7-dimethyl-8-ribityllumazine synthase",ribE,16.156,1384600.0,1357000.0,1227500.0,1208800.0,22369597.599999998,21923692.0,19831490.0,19529372.799999997,U,,
P61887,Glucose-1-phosphate thymidylyltransferase 2,rmlA2,32.734,26586.0,25374.0,24384.0,26268.0,870266.1240000001,830592.5160000001,798185.856,859856.712,S,,
P61889,Malate dehydrogenase,mdh,32.337,6744500.0,6273700.0,7786300.0,8553200.0,218096896.50000003,202872636.9,251785583.10000002,276584828.40000004,S,,
P61949,Flavodoxin-1,fldA,19.737,1655300.0,1862500.0,1838300.0,1706500.0,32670656.099999998,36760162.5,36282527.099999994,33681190.5,R,,
P62399,50S ribosomal protein L5,rplE,20.301,9151100.0,9107000.0,7274700.0,6954700.0,185776481.1,184881207.0,147683684.7,141187364.7,R,,
P62517,Glucans biosynthesis glucosyltransferase H,mdoH,96.936,87221.0,90794.0,76265.0,75705.0,8454854.856,8801207.184,7392824.040000001,7338539.880000001,C',,
P62601,Cytoplasmic trehalase,treF,63.696,275.03,464.45,3615.7,1567.5,17518.310879999997,29583.6072,230305.6272,99843.48,A,,
P62615,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,ispE,30.925,99704.0,109580.0,107410.0,148920.0,3083346.2,3388761.5,3321654.25,4605351.0,S',,
P62617,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",ispF,16.897,427780.0,371950.0,375600.0,452140.0,7228198.659999999,6284839.149999999,6346513.199999999,7639809.579999999,S',,
P62620,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin),ispG,40.683,339840.0,294090.0,297280.0,307260.0,13825710.72,11964463.47,12094242.24,12500258.58,R,,
P62623,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,ispH,34.774,143430.0,142350.0,137660.0,140660.0,4987634.82,4950078.9,4786988.84,4891310.84,R,,
P62672,Protein ApaG,apaG,13.867,17237.0,13638.0,29476.0,33622.0,239025.47900000002,189118.146,408743.69200000004,466236.27400000003,S,,
P62707,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase",gpmA,28.556,2499600.0,2409600.0,2283800.0,2313800.0,71378577.60000001,68808537.60000001,65216192.800000004,66072872.800000004,A,,
P62723,UPF0324 inner membrane protein YeiH,yeiH,36.882,6651.9,1172.3,10498.0,10952.0,245335.37579999998,43236.768599999996,387187.236,403931.664,U,,
P62768,UPF0325 protein YaeH,yaeH,15.096,662630.0,610000.0,1374900.0,1522500.0,10003062.48,9208560.0,20755490.4,22983660.0,S,,
P63020,Fe/S biogenesis protein NfuA,nfuA,20.997,1416800.0,1371600.0,1477600.0,3322400.0,29748549.6,28799485.2,31025167.2,69760432.8,R,,
P63177,23S rRNA (guanosine-2-O-)-methyltransferase RlmB,rlmB,26.556,366530.0,350850.0,330860.0,429930.0,9733570.68,9317172.6,8786318.16,11417221.08,A',,
P63183,Low affinity potassium transport system protein kup,kup,69.293,21834.0,21853.0,7696.0,12082.0,1512943.3620000002,1514259.9290000002,533278.9280000001,837198.0260000001,C',,
P63201,HTH-type transcriptional regulator GadW,gadW,28.028,5746.3,0.0,7286.8,9528.2,161057.2964,0.0,204234.43039999998,267056.3896,U,,
P63224,Phosphoheptose isomerase,gmhA,20.815,664210.0,627570.0,619600.0,653650.0,13825531.15,13062869.55,12896974.0,13605724.75,S',,
P63228,"D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase",gmhB,21.294,130340.0,138220.0,174630.0,193890.0,2775459.96,2943256.68,3718571.22,4128693.66,S,,
P63235,Probable glutamate/gamma-aminobutyrate antiporter,gadC,55.076,1536.7,714.09,16869.0,23602.0,84635.2892,39329.22084,929077.044,1299903.752,A,,
P63264,Chaperone modulatory protein CbpM,cbpM,11.512,4074.8,2110.0,174850.0,50076.0,46909.0976,24290.32,2012873.2000000002,576474.912,U,,
P63284,Chaperone protein ClpB,clpB,95.584,498090.0,491470.0,548180.0,605680.0,47609434.56,46976668.480000004,52397237.120000005,57893317.120000005,S',,
P63386,Probable phospholipid import ATP-binding protein MlaF,mlaF,29.096,232700.0,228260.0,268400.0,240300.0,6770639.2,6641452.96,7809366.4,6991768.8,A',,
P63389,Uncharacterized ABC transporter ATP-binding protein YheS,yheS,71.843,108990.0,98889.0,94985.0,98119.0,7830168.57,7104482.427,6824007.355,7049163.317000001,R,,
P63417,Uncharacterized N-acetyltransferase YhbS,yhbS,18.534,155420.0,170040.0,244070.0,270800.0,2880554.28,3151521.36,4523593.38,5019007.199999999,S',,
P63883,N-acetylmuramoyl-L-alanine amidase AmiC,amiC,45.634,26379.0,23491.0,49755.0,49021.0,1203779.286,1071988.294,2270519.67,2237024.3140000002,S',,
P64423,Zinc transport protein ZntB,zntB,36.612,22095.0,23844.0,31391.0,42188.0,808942.14,872976.528,1149287.2920000001,1544587.056,U,,
P64426,UPF0748 lipoprotein YddW,yddW,49.574,5580.7,6400.3,6778.5,5273.4,276657.62179999996,317288.4722,336037.359,261423.53159999996,U,,
P64429,Uncharacterized protein YpfJ,ypfJ,31.46,196260.0,167300.0,251590.0,280450.0,6174339.600000001,5263258.0,7915021.4,8822957.0,S',,
P64448,Uncharacterized protein YnbE,ynbE,6.8401,55175.0,68031.0,62082.0,64977.0,377402.51749999996,465338.8431,424647.0882,444449.1777,A',,
P64451,Uncharacterized lipoprotein YdcL,ydcL,24.427,232110.0,226210.0,475870.0,507460.0,5669750.97,5525631.67,11624076.49,12395725.42,S,,
P64455,Uncharacterized protein YdcY,ydcY,8.7998,472270.0,472210.0,532610.0,533860.0,4155881.5459999996,4155353.5579999997,4686861.478,4697861.228,S',,
P64463,Putative selenoprotein YdfZ,ydfZ,7.2763,42471.0,52707.0,89517.0,99515.0,309031.7373,383511.9441,651352.5471,724100.9945,S,,
P64467,OriC-binding nucleoid-associated protein,cnu,8.4165,75955.0,91256.0,61902.0,43015.0,639275.2575,768056.124,520998.18299999996,362035.74749999994,R,,
P64476,Uncharacterized protein YdiH,ydiH,7.2662,22701.0,29625.0,262120.0,316770.0,164950.0062,215261.17500000002,1904616.344,2301714.174,A',,
P64479,Uncharacterized protein YdiZ,ydiZ,10.865,0.0,0.0,54487.0,49218.0,0.0,0.0,592001.255,534753.5700000001,S',,
P64483,Uncharacterized protein YeaK,yeaK,17.85,135960.0,147920.0,272410.0,300000.0,2426886.0,2640372.0,4862518.5,5355000.0,S',,
P64490,Uncharacterized protein YoaC,yoaC,10.835,38547.0,37505.0,80090.0,73555.0,417656.74500000005,406366.67500000005,867775.15,796968.425,S,,
P64493,Uncharacterized protein YoaF,yoaF,8.9423,23264.0,22971.0,462470.0,24345.0,208033.6672,205413.5733,4135545.4809999997,217700.2935,C',,
P64499,Uncharacterized protein YebO,yebO,10.792,47347.0,54845.0,36689.0,30890.0,510968.82399999996,591887.24,395947.68799999997,333364.88,R,,
P64503,Uncharacterized protein YebV,yebV,8.7527,0.0,0.0,104800.0,106140.0,0.0,0.0,917282.9600000001,929011.5780000001,S,,
P64506,Uncharacterized protein YebY,yebY,12.378,489180.0,493420.0,492300.0,499620.0,6055070.04,6107552.76,6093689.4,6184296.36,R,,
P64519,Uncharacterized protein YodD,yodD,8.5791,2342.6,4358.2,13608.0,18810.0,20097.39966,37389.43362,116744.3928,161372.871,U,,
P64530,Transcriptional repressor RcnR,rcnR,10.134,27536.0,32301.0,35963.0,35739.0,279049.824,327338.33400000003,364449.042,362179.026,S',,
P64534,Nickel/cobalt homeostasis protein RcnB,rcnB,12.466,129960.0,129190.0,226930.0,234150.0,1620081.3599999999,1610482.5399999998,2828909.38,2918913.9,S',,
P64540,Uncharacterized protein YfcL,yfcL,9.9999,201580.0,202960.0,185820.0,184800.0,2015779.842,2029579.7040000001,1858181.418,1847981.52,R,,
P64545,Uncharacterized protein YfgG,yfgG,7.4615,19800.0,20009.0,38868.0,42199.0,147737.7,149297.15350000001,290013.582,314867.8385,S',,
P64554,7-carboxy-7-deazaguanine synthase,queE,25.029,83773.0,63364.0,84943.0,79757.0,2096754.417,1585937.556,2126038.347,1996237.953,A,,
P64559,Antitoxin CptB,cptB,10.547,95429.0,120050.0,115040.0,102870.0,1006489.6630000001,1266167.35,1213326.8800000001,1084969.8900000001,U,,
P64564,Uncharacterized protein YggT,yggT,21.167,81420.0,85285.0,71477.0,73028.0,1723417.1400000001,1805227.5950000002,1512953.6590000002,1545783.6760000002,S',,
P64581,Uncharacterized protein YqjD,yqjD,11.051,495310.0,524100.0,1447200.0,1559400.0,5473670.8100000005,5791829.1,15993007.200000001,17232929.4,S,,
P64585,Inner membrane protein YqjE,yqjE,15.147,10904.0,10986.0,47041.0,33823.0,165162.888,166404.942,712530.027,512316.981,S,,
P64588,Transcriptional regulator YqjI,yqjI,23.401,81432.0,70220.0,84660.0,80259.0,1905590.232,1643218.22,1981128.66,1878140.859,R,,
P64594,Toxin YhaV,yhaV,17.836,5613.1,5130.7,5698.5,5827.8,100115.2516,91511.16519999999,101638.446,103944.6408,U,,
P64596,Uncharacterized protein YraP,yraP,20.028,267720.0,269030.0,309370.0,338910.0,5361896.159999999,5388132.84,6196062.359999999,6787689.4799999995,S',,
P64599,Uncharacterized protein YhbT,yhbT,19.672,12513.0,11168.0,8368.4,3528.3,246155.736,219696.896,164623.1648,69408.7176,R,,
P64602,Probable phospholipid ABC transporter-binding protein MlaB,mlaB,10.68,155110.0,167220.0,195750.0,191520.0,1656574.8,1785909.5999999999,2090610.0,2045433.5999999999,A',,
P64604,Probable phospholipid ABC transporter-binding protein MlaD,mlaD,19.576,233850.0,221990.0,275400.0,295290.0,4577847.600000001,4345676.24,5391230.4,5780597.04,A',,
P64606,Probable phospholipid ABC transporter permease protein MlaE,mlaE,27.863,77754.0,77041.0,92386.0,89403.0,2166459.702,2146593.383,2574151.118,2491035.789,A',,
